date,state,sex,ethnicity,age,population
2023-01-01,Malaysia,male,bumi_other,75-79,19.5
2023-01-01,Malaysia,male,bumi_other,80-84,11.5
2023-01-01,Malaysia,male,bumi_other,85+,9.2
2023-01-01,Malaysia,female,bumi_other,overall_age,1838.5
2023-01-01,Malaysia,female,bumi_other,0-4,129.5
2023-01-01,Malaysia,female,bumi_other,5-9,140.4
2023-01-01,Malaysia,female,bumi_other,10-14,156.2
2023-01-01,Malaysia,female,bumi_other,15-19,173.6
2023-01-01,Malaysia,female,bumi_other,20-24,164.7
2023-01-01,Malaysia,female,bumi_other,25-29,165.6
2023-01-01,Malaysia,female,bumi_other,30-34,165.3
2023-01-01,Malaysia,female,bumi_other,35-39,153.8
2023-01-01,Malaysia,female,bumi_other,40-44,128.4
2023-01-01,Malaysia,female,bumi_other,45-49,101.7
2023-01-01,Malaysia,female,bumi_other,50-54,92.3
2023-01-01,Malaysia,female,bumi_other,55-59,78.8
2023-01-01,Malaysia,female,bumi_other,60-64,64.7
2023-01-01,Malaysia,female,bumi_other,65-69,48.1
2023-01-01,Malaysia,female,bumi_other,70-74,33.9
2023-01-01,Malaysia,female,bumi_other,75-79,21.1
2023-01-01,Malaysia,female,bumi_other,80-84,11.9
2023-01-01,Malaysia,female,bumi_other,85+,8.4
2023-01-01,Malaysia,overall_sex,chinese,overall_age,6862.4
2023-01-01,Malaysia,overall_sex,chinese,0-4,273.8
2023-01-01,Malaysia,overall_sex,chinese,5-9,460.0
2023-01-01,Malaysia,overall_sex,chinese,10-14,540.6
2023-01-01,Malaysia,overall_sex,chinese,15-19,552.3
2023-01-01,Malaysia,overall_sex,chinese,20-24,502.1
2023-01-01,Malaysia,overall_sex,chinese,25-29,476.4
2023-01-01,Malaysia,overall_sex,chinese,30-34,505.8
2023-01-01,Malaysia,overall_sex,chinese,35-39,554.5
2023-01-01,Malaysia,overall_sex,chinese,40-44,564.0
2023-01-01,Malaysia,overall_sex,chinese,45-49,496.4
2023-01-01,Malaysia,overall_sex,chinese,50-54,457.4
2023-01-01,Malaysia,overall_sex,chinese,55-59,414.4
2023-01-01,Malaysia,overall_sex,chinese,60-64,381.4
2023-01-01,Malaysia,overall_sex,chinese,65-69,282.3
2023-01-01,Malaysia,overall_sex,chinese,70-74,190.9
2023-01-01,Malaysia,overall_sex,chinese,75-79,120.2
2023-01-01,Malaysia,overall_sex,chinese,80-84,60.9
2023-01-01,Malaysia,overall_sex,chinese,85+,28.9
2023-01-01,Malaysia,male,chinese,overall_age,3491.9
2023-01-01,Malaysia,male,chinese,0-4,139.0
2023-01-01,Malaysia,male,chinese,5-9,234.3
2023-01-01,Malaysia,male,chinese,10-14,282.9
2023-01-01,Malaysia,male,chinese,15-19,288.0
2023-01-01,Malaysia,male,chinese,20-24,260.5
2023-01-01,Malaysia,male,chinese,25-29,244.8
2023-01-01,Malaysia,male,chinese,30-34,254.0
2023-01-01,Malaysia,male,chinese,35-39,275.5
2023-01-01,Malaysia,male,chinese,40-44,290.1
2023-01-01,Malaysia,male,chinese,45-49,252.9
2023-01-01,Malaysia,male,chinese,50-54,233.4
2023-01-01,Malaysia,male,chinese,55-59,209.3
2023-01-01,Malaysia,male,chinese,60-64,195.7
2023-01-01,Malaysia,male,chinese,65-69,139.9
2023-01-01,Malaysia,male,chinese,70-74,92.1
2023-01-01,Malaysia,male,chinese,75-79,56.5
2023-01-01,Malaysia,male,chinese,80-84,27.6
2023-01-01,Malaysia,male,chinese,85+,15.2
2023-01-01,Malaysia,female,chinese,overall_age,3370.6
2023-01-01,Malaysia,female,chinese,0-4,134.8
2023-01-01,Malaysia,female,chinese,5-9,225.7
2023-01-01,Malaysia,female,chinese,10-14,257.7
2023-01-01,Malaysia,female,chinese,15-19,264.2
2023-01-01,Malaysia,female,chinese,20-24,241.6
2023-01-01,Malaysia,female,chinese,25-29,231.7
2023-01-01,Malaysia,female,chinese,30-34,251.7
2023-01-01,Malaysia,female,chinese,35-39,279.0
2023-01-01,Malaysia,female,chinese,40-44,273.9
2023-01-01,Malaysia,female,chinese,45-49,243.5
2023-01-01,Malaysia,female,chinese,50-54,224.1
2023-01-01,Malaysia,female,chinese,55-59,205.1
2023-01-01,Malaysia,female,chinese,60-64,185.7
2023-01-01,Malaysia,female,chinese,65-69,142.4
2023-01-01,Malaysia,female,chinese,70-74,98.8
2023-01-01,Malaysia,female,chinese,75-79,63.7
2023-01-01,Malaysia,female,chinese,80-84,33.3
2023-01-01,Malaysia,female,chinese,85+,13.7
2023-01-01,Malaysia,overall_sex,indian,overall_age,2001.0
2023-01-01,Malaysia,overall_sex,indian,0-4,99.0
2023-01-01,Malaysia,overall_sex,indian,5-9,136.3
2023-01-01,Malaysia,overall_sex,indian,10-14,162.9
2023-01-01,Malaysia,overall_sex,indian,15-19,170.7
2023-01-01,Malaysia,overall_sex,indian,20-24,161.3
2023-01-01,Malaysia,overall_sex,indian,25-29,156.1
2023-01-01,Malaysia,overall_sex,indian,30-34,165.2
2023-01-01,Malaysia,overall_sex,indian,35-39,171.4
2023-01-01,Malaysia,overall_sex,indian,40-44,166.5
2023-01-01,Malaysia,overall_sex,indian,45-49,135.0
2023-01-01,Malaysia,overall_sex,indian,50-54,116.0
2023-01-01,Malaysia,overall_sex,indian,55-59,104.8
2023-01-01,Malaysia,overall_sex,indian,60-64,94.2
2023-01-01,Malaysia,overall_sex,indian,65-69,68.3
2023-01-01,Malaysia,overall_sex,indian,70-74,47.1
2023-01-01,Malaysia,overall_sex,indian,75-79,26.3
2023-01-01,Malaysia,overall_sex,indian,80-84,11.3
2023-01-01,Malaysia,overall_sex,indian,85+,8.4
2023-01-01,Malaysia,male,indian,overall_age,1004.1
2023-01-01,Malaysia,male,indian,0-4,49.8
2023-01-01,Malaysia,male,indian,5-9,68.9
2023-01-01,Malaysia,male,indian,10-14,84.9
2023-01-01,Malaysia,male,indian,15-19,88.0
2023-01-01,Malaysia,male,indian,20-24,83.8
2023-01-01,Malaysia,male,indian,25-29,80.0
2023-01-01,Malaysia,male,indian,30-34,82.2
2023-01-01,Malaysia,male,indian,35-39,87.0
2023-01-01,Malaysia,male,indian,40-44,86.4
2023-01-01,Malaysia,male,indian,45-49,67.2
2023-01-01,Malaysia,male,indian,50-54,56.6
2023-01-01,Malaysia,male,indian,55-59,50.9
2023-01-01,Malaysia,male,indian,60-64,44.8
2023-01-01,Malaysia,male,indian,65-69,31.3
2023-01-01,Malaysia,male,indian,70-74,21.5
2023-01-01,Malaysia,male,indian,75-79,11.5
2023-01-01,Malaysia,male,indian,80-84,5.3
2023-01-01,Malaysia,male,indian,85+,4.1
2023-01-01,Malaysia,female,indian,overall_age,996.9
2023-01-01,Malaysia,female,indian,0-4,49.2
2023-01-01,Malaysia,female,indian,5-9,67.4
2023-01-01,Malaysia,female,indian,10-14,78.0
2023-01-01,Malaysia,female,indian,15-19,82.7
2023-01-01,Malaysia,female,indian,20-24,77.5
2023-01-01,Malaysia,female,indian,25-29,76.1
2023-01-01,Malaysia,female,indian,30-34,83.0
2023-01-01,Malaysia,female,indian,35-39,84.4
2023-01-01,Malaysia,female,indian,40-44,80.2
2023-01-01,Malaysia,female,indian,45-49,67.8
2023-01-01,Malaysia,female,indian,50-54,59.4
2023-01-01,Malaysia,female,indian,55-59,53.9
2023-01-01,Malaysia,female,indian,60-64,49.4
2023-01-01,Malaysia,female,indian,65-69,37.0
2023-01-01,Malaysia,female,indian,70-74,25.7
2023-01-01,Malaysia,female,indian,75-79,14.8
2023-01-01,Malaysia,female,indian,80-84,6.0
2023-01-01,Malaysia,female,indian,85+,4.3
2023-01-01,Malaysia,overall_sex,other_citizen,overall_age,226.4
2023-01-01,Malaysia,overall_sex,other_citizen,0-4,22.5
2023-01-01,Malaysia,overall_sex,other_citizen,5-9,17.3
2023-01-01,Malaysia,overall_sex,other_citizen,10-14,16.6
2023-01-01,Malaysia,overall_sex,other_citizen,15-19,16.4
2023-01-01,Malaysia,overall_sex,other_citizen,20-24,20.3
2023-01-01,Malaysia,overall_sex,other_citizen,25-29,19.4
2023-01-01,Malaysia,overall_sex,other_citizen,30-34,22.2
2023-01-01,Malaysia,overall_sex,other_citizen,35-39,22.4
2023-01-01,Malaysia,overall_sex,other_citizen,40-44,16.5
2023-01-01,Malaysia,overall_sex,other_citizen,45-49,12.4
2023-01-01,Malaysia,overall_sex,other_citizen,50-54,9.5
2023-01-01,Malaysia,overall_sex,other_citizen,55-59,8.2
2023-01-01,Malaysia,overall_sex,other_citizen,60-64,6.6
2023-01-01,Malaysia,overall_sex,other_citizen,65-69,5.7
2023-01-01,Malaysia,overall_sex,other_citizen,70-74,4.9
2023-01-01,Malaysia,overall_sex,other_citizen,75-79,3.0
2023-01-01,Malaysia,overall_sex,other_citizen,80-84,1.5
2023-01-01,Malaysia,overall_sex,other_citizen,85+,1.1
2023-01-01,Malaysia,male,other_citizen,overall_age,121.9
2023-01-01,Malaysia,male,other_citizen,0-4,11.7
2023-01-01,Malaysia,male,other_citizen,5-9,9.0
2023-01-01,Malaysia,male,other_citizen,10-14,8.7
2023-01-01,Malaysia,male,other_citizen,15-19,9.1
2023-01-01,Malaysia,male,other_citizen,20-24,11.5
2023-01-01,Malaysia,male,other_citizen,25-29,10.7
2023-01-01,Malaysia,male,other_citizen,30-34,12.9
2023-01-01,Malaysia,male,other_citizen,35-39,12.8
2023-01-01,Malaysia,male,other_citizen,40-44,8.8
2023-01-01,Malaysia,male,other_citizen,45-49,6.5
2023-01-01,Malaysia,male,other_citizen,50-54,4.6
2023-01-01,Malaysia,male,other_citizen,55-59,4.1
2023-01-01,Malaysia,male,other_citizen,60-64,3.4
2023-01-01,Malaysia,male,other_citizen,65-69,3.0
2023-01-01,Malaysia,male,other_citizen,70-74,2.5
2023-01-01,Malaysia,male,other_citizen,75-79,1.4
2023-01-01,Malaysia,male,other_citizen,80-84,0.6
2023-01-01,Malaysia,male,other_citizen,85+,0.6
2023-01-01,Malaysia,female,other_citizen,overall_age,104.5
2023-01-01,Malaysia,female,other_citizen,0-4,10.9
2023-01-01,Malaysia,female,other_citizen,5-9,8.3
2023-01-01,Malaysia,female,other_citizen,10-14,7.9
2023-01-01,Malaysia,female,other_citizen,15-19,7.3
2023-01-01,Malaysia,female,other_citizen,20-24,8.8
2023-01-01,Malaysia,female,other_citizen,25-29,8.7
2023-01-01,Malaysia,female,other_citizen,30-34,9.3
2023-01-01,Malaysia,female,other_citizen,35-39,9.5
2023-01-01,Malaysia,female,other_citizen,40-44,7.7
2023-01-01,Malaysia,female,other_citizen,45-49,5.8
2023-01-01,Malaysia,female,other_citizen,50-54,4.9
2023-01-01,Malaysia,female,other_citizen,55-59,4.0
2023-01-01,Malaysia,female,other_citizen,60-64,3.2
2023-01-01,Malaysia,female,other_citizen,65-69,2.7
2023-01-01,Malaysia,female,other_citizen,70-74,2.5
2023-01-01,Malaysia,female,other_citizen,75-79,1.6
2023-01-01,Malaysia,female,other_citizen,80-84,0.8
2023-01-01,Malaysia,female,other_citizen,85+,0.5
2023-01-01,Malaysia,overall_sex,other_noncitizen,overall_age,2964.2
2023-01-01,Malaysia,overall_sex,other_noncitizen,0-4,211.6
2023-01-01,Malaysia,overall_sex,other_noncitizen,5-9,167.3
2023-01-01,Malaysia,overall_sex,other_noncitizen,10-14,80.4
2023-01-01,Malaysia,overall_sex,other_noncitizen,15-19,158.6
2023-01-01,Malaysia,overall_sex,other_noncitizen,20-24,415.3
2023-01-01,Malaysia,overall_sex,other_noncitizen,25-29,541.3
2023-01-01,Malaysia,overall_sex,other_noncitizen,30-34,446.3
2023-01-01,Malaysia,overall_sex,other_noncitizen,35-39,325.1
2023-01-01,Malaysia,overall_sex,other_noncitizen,40-44,215.7
2023-01-01,Malaysia,overall_sex,other_noncitizen,45-49,127.6
2023-01-01,Malaysia,overall_sex,other_noncitizen,50-54,69.6
2023-01-01,Malaysia,overall_sex,other_noncitizen,55-59,41.5
2023-01-01,Malaysia,overall_sex,other_noncitizen,60-64,26.7
2023-01-01,Malaysia,overall_sex,other_noncitizen,65-69,58.4
2023-01-01,Malaysia,overall_sex,other_noncitizen,70-74,30.7
2023-01-01,Malaysia,overall_sex,other_noncitizen,75-79,16.8
2023-01-01,Malaysia,overall_sex,other_noncitizen,80-84,13.3
2023-01-01,Malaysia,overall_sex,other_noncitizen,85+,18.1
2023-01-01,Malaysia,male,other_noncitizen,overall_age,2055.1
2023-01-01,Malaysia,male,other_noncitizen,0-4,111.3
2023-01-01,Malaysia,male,other_noncitizen,5-9,88.2
2023-01-01,Malaysia,male,other_noncitizen,10-14,42.2
2023-01-01,Malaysia,male,other_noncitizen,15-19,96.9
2023-01-01,Malaysia,male,other_noncitizen,20-24,295.4
2023-01-01,Malaysia,male,other_noncitizen,25-29,409.7
2023-01-01,Malaysia,male,other_noncitizen,30-34,347.4
2023-01-01,Malaysia,male,other_noncitizen,35-39,247.0
2023-01-01,Malaysia,male,other_noncitizen,40-44,158.9
2023-01-01,Malaysia,male,other_noncitizen,45-49,91.5
2023-01-01,Malaysia,male,other_noncitizen,50-54,47.5
2023-01-01,Malaysia,male,other_noncitizen,55-59,27.4
2023-01-01,Malaysia,male,other_noncitizen,60-64,17.8
2023-01-01,Malaysia,male,other_noncitizen,65-69,30.5
2023-01-01,Malaysia,male,other_noncitizen,70-74,16.9
2023-01-01,Malaysia,male,other_noncitizen,75-79,9.3
2023-01-01,Malaysia,male,other_noncitizen,80-84,7.2
2023-01-01,Malaysia,male,other_noncitizen,85+,10.1
2023-01-01,Malaysia,female,other_noncitizen,overall_age,909.1
2023-01-01,Malaysia,female,other_noncitizen,0-4,100.3
2023-01-01,Malaysia,female,other_noncitizen,5-9,79.0
2023-01-01,Malaysia,female,other_noncitizen,10-14,38.1
2023-01-01,Malaysia,female,other_noncitizen,15-19,61.7
2023-01-01,Malaysia,female,other_noncitizen,20-24,119.9
2023-01-01,Malaysia,female,other_noncitizen,25-29,131.6
2023-01-01,Malaysia,female,other_noncitizen,30-34,98.9
2023-01-01,Malaysia,female,other_noncitizen,35-39,78.1
2023-01-01,Malaysia,female,other_noncitizen,40-44,56.8
2023-01-01,Malaysia,female,other_noncitizen,45-49,36.2
2023-01-01,Malaysia,female,other_noncitizen,50-54,22.1
2023-01-01,Malaysia,female,other_noncitizen,55-59,14.0
2023-01-01,Malaysia,female,other_noncitizen,60-64,8.9
2023-01-01,Malaysia,female,other_noncitizen,65-69,27.9
2023-01-01,Malaysia,female,other_noncitizen,70-74,13.8
2023-01-01,Malaysia,female,other_noncitizen,75-79,7.5
2023-01-01,Malaysia,female,other_noncitizen,80-84,6.1
2023-01-01,Malaysia,female,other_noncitizen,85+,8.0
