date,state,sex,ethnicity,age,population
2020-01-01,Malaysia,overall_sex,overall_ethnicity,overall_age,32447.4
2020-01-01,Malaysia,overall_sex,overall_ethnicity,0-4,2519.5
2020-01-01,Malaysia,overall_sex,overall_ethnicity,5-9,2641.2
2020-01-01,Malaysia,overall_sex,overall_ethnicity,10-14,2611.2
2020-01-01,Malaysia,overall_sex,overall_ethnicity,15-19,2839.5
2020-01-01,Malaysia,overall_sex,overall_ethnicity,20-24,2867.0
2020-01-01,Malaysia,overall_sex,overall_ethnicity,25-29,2891.6
2020-01-01,Malaysia,overall_sex,overall_ethnicity,30-34,2907.2
2020-01-01,Malaysia,overall_sex,overall_ethnicity,35-39,2742.6
2020-01-01,Malaysia,overall_sex,overall_ethnicity,40-44,2194.8
2020-01-01,Malaysia,overall_sex,overall_ethnicity,45-49,1843.7
2020-01-01,Malaysia,overall_sex,overall_ethnicity,50-54,1586.0
2020-01-01,Malaysia,overall_sex,overall_ethnicity,55-59,1459.8
2020-01-01,Malaysia,overall_sex,overall_ethnicity,60-64,1152.1
2020-01-01,Malaysia,overall_sex,overall_ethnicity,65-69,917.4
2020-01-01,Malaysia,overall_sex,overall_ethnicity,70-74,611.4
2020-01-01,Malaysia,overall_sex,overall_ethnicity,75-79,329.3
2020-01-01,Malaysia,overall_sex,overall_ethnicity,80-84,194.6
2020-01-01,Malaysia,overall_sex,overall_ethnicity,85+,138.5
2020-01-01,Malaysia,male,overall_ethnicity,overall_age,16966.2
2020-01-01,Malaysia,male,overall_ethnicity,0-4,1286.4
2020-01-01,Malaysia,male,overall_ethnicity,5-9,1368.1
2020-01-01,Malaysia,male,overall_ethnicity,10-14,1351.6
2020-01-01,Malaysia,male,overall_ethnicity,15-19,1488.6
2020-01-01,Malaysia,male,overall_ethnicity,20-24,1544.6
2020-01-01,Malaysia,male,overall_ethnicity,25-29,1581.6
2020-01-01,Malaysia,male,overall_ethnicity,30-34,1565.0
2020-01-01,Malaysia,male,overall_ethnicity,35-39,1464.4
2020-01-01,Malaysia,male,overall_ethnicity,40-44,1167.1
2020-01-01,Malaysia,male,overall_ethnicity,45-49,957.8
2020-01-01,Malaysia,male,overall_ethnicity,50-54,804.0
2020-01-01,Malaysia,male,overall_ethnicity,55-59,743.4
2020-01-01,Malaysia,male,overall_ethnicity,60-64,576.8
2020-01-01,Malaysia,male,overall_ethnicity,65-69,457.0
2020-01-01,Malaysia,male,overall_ethnicity,70-74,297.6
2020-01-01,Malaysia,male,overall_ethnicity,75-79,156.5
2020-01-01,Malaysia,male,overall_ethnicity,80-84,89.2
2020-01-01,Malaysia,male,overall_ethnicity,85+,66.5
2020-01-01,Malaysia,female,overall_ethnicity,overall_age,15481.2
2020-01-01,Malaysia,female,overall_ethnicity,0-4,1233.0
2020-01-01,Malaysia,female,overall_ethnicity,5-9,1273.1
2020-01-01,Malaysia,female,overall_ethnicity,10-14,1259.6
2020-01-01,Malaysia,female,overall_ethnicity,15-19,1350.9
2020-01-01,Malaysia,female,overall_ethnicity,20-24,1322.4
2020-01-01,Malaysia,female,overall_ethnicity,25-29,1310.0
2020-01-01,Malaysia,female,overall_ethnicity,30-34,1342.1
2020-01-01,Malaysia,female,overall_ethnicity,35-39,1278.2
2020-01-01,Malaysia,female,overall_ethnicity,40-44,1027.7
2020-01-01,Malaysia,female,overall_ethnicity,45-49,885.9
2020-01-01,Malaysia,female,overall_ethnicity,50-54,782.0
2020-01-01,Malaysia,female,overall_ethnicity,55-59,716.4
2020-01-01,Malaysia,female,overall_ethnicity,60-64,575.2
2020-01-01,Malaysia,female,overall_ethnicity,65-69,460.4
2020-01-01,Malaysia,female,overall_ethnicity,70-74,313.8
2020-01-01,Malaysia,female,overall_ethnicity,75-79,172.8
2020-01-01,Malaysia,female,overall_ethnicity,80-84,105.5
2020-01-01,Malaysia,female,overall_ethnicity,85+,72.0
2020-01-01,Malaysia,overall_sex,bumi_malay,overall_age,16913.0
2020-01-01,Malaysia,overall_sex,bumi_malay,0-4,1477.8
2020-01-01,Malaysia,overall_sex,bumi_malay,5-9,1508.2
2020-01-01,Malaysia,overall_sex,bumi_malay,10-14,1412.8
2020-01-01,Malaysia,overall_sex,bumi_malay,15-19,1640.8
2020-01-01,Malaysia,overall_sex,bumi_malay,20-24,1485.9
2020-01-01,Malaysia,overall_sex,bumi_malay,25-29,1383.0
2020-01-01,Malaysia,overall_sex,bumi_malay,30-34,1458.0
2020-01-01,Malaysia,overall_sex,bumi_malay,35-39,1373.2
2020-01-01,Malaysia,overall_sex,bumi_malay,40-44,1085.5
2020-01-01,Malaysia,overall_sex,bumi_malay,45-49,908.1
2020-01-01,Malaysia,overall_sex,bumi_malay,50-54,789.3
2020-01-01,Malaysia,overall_sex,bumi_malay,55-59,737.3
2020-01-01,Malaysia,overall_sex,bumi_malay,60-64,573.0
2020-01-01,Malaysia,overall_sex,bumi_malay,65-69,469.2
2020-01-01,Malaysia,overall_sex,bumi_malay,70-74,306.4
2020-01-01,Malaysia,overall_sex,bumi_malay,75-79,155.6
2020-01-01,Malaysia,overall_sex,bumi_malay,80-84,87.7
2020-01-01,Malaysia,overall_sex,bumi_malay,85+,61.2
2020-01-01,Malaysia,male,bumi_malay,overall_age,8563.7
2020-01-01,Malaysia,male,bumi_malay,0-4,753.6
2020-01-01,Malaysia,male,bumi_malay,5-9,779.2
2020-01-01,Malaysia,male,bumi_malay,10-14,730.5
2020-01-01,Malaysia,male,bumi_malay,15-19,853.7
2020-01-01,Malaysia,male,bumi_malay,20-24,761.8
2020-01-01,Malaysia,male,bumi_malay,25-29,696.0
2020-01-01,Malaysia,male,bumi_malay,30-34,727.0
2020-01-01,Malaysia,male,bumi_malay,35-39,694.3
2020-01-01,Malaysia,male,bumi_malay,40-44,554.7
2020-01-01,Malaysia,male,bumi_malay,45-49,458.1
2020-01-01,Malaysia,male,bumi_malay,50-54,391.2
2020-01-01,Malaysia,male,bumi_malay,55-59,367.8
2020-01-01,Malaysia,male,bumi_malay,60-64,280.6
2020-01-01,Malaysia,male,bumi_malay,65-69,230.7
2020-01-01,Malaysia,male,bumi_malay,70-74,147.0
2020-01-01,Malaysia,male,bumi_malay,75-79,71.1
2020-01-01,Malaysia,male,bumi_malay,80-84,37.9
2020-01-01,Malaysia,male,bumi_malay,85+,28.4
2020-01-01,Malaysia,female,bumi_malay,overall_age,8349.3
2020-01-01,Malaysia,female,bumi_malay,0-4,724.2
2020-01-01,Malaysia,female,bumi_malay,5-9,728.9
2020-01-01,Malaysia,female,bumi_malay,10-14,682.4
2020-01-01,Malaysia,female,bumi_malay,15-19,787.1
2020-01-01,Malaysia,female,bumi_malay,20-24,724.1
2020-01-01,Malaysia,female,bumi_malay,25-29,687.0
2020-01-01,Malaysia,female,bumi_malay,30-34,731.0
2020-01-01,Malaysia,female,bumi_malay,35-39,678.9
2020-01-01,Malaysia,female,bumi_malay,40-44,530.8
2020-01-01,Malaysia,female,bumi_malay,45-49,450.0
2020-01-01,Malaysia,female,bumi_malay,50-54,398.1
2020-01-01,Malaysia,female,bumi_malay,55-59,369.4
2020-01-01,Malaysia,female,bumi_malay,60-64,292.4
2020-01-01,Malaysia,female,bumi_malay,65-69,238.5
2020-01-01,Malaysia,female,bumi_malay,70-74,159.4
2020-01-01,Malaysia,female,bumi_malay,75-79,84.5
2020-01-01,Malaysia,female,bumi_malay,80-84,49.8
2020-01-01,Malaysia,female,bumi_malay,85+,32.8
2020-01-01,Malaysia,overall_sex,bumi_other,overall_age,3736.5
2020-01-01,Malaysia,overall_sex,bumi_other,0-4,297.8
2020-01-01,Malaysia,overall_sex,bumi_other,5-9,300.6
2020-01-01,Malaysia,overall_sex,bumi_other,10-14,379.6
2020-01-01,Malaysia,overall_sex,bumi_other,15-19,355.6
2020-01-01,Malaysia,overall_sex,bumi_other,20-24,339.7
2020-01-01,Malaysia,overall_sex,bumi_other,25-29,346.4
2020-01-01,Malaysia,overall_sex,bumi_other,30-34,320.2
2020-01-01,Malaysia,overall_sex,bumi_other,35-39,299.2
2020-01-01,Malaysia,overall_sex,bumi_other,40-44,223.6
2020-01-01,Malaysia,overall_sex,bumi_other,45-49,199.6
2020-01-01,Malaysia,overall_sex,bumi_other,50-54,176.8
2020-01-01,Malaysia,overall_sex,bumi_other,55-59,151.9
2020-01-01,Malaysia,overall_sex,bumi_other,60-64,116.7
2020-01-01,Malaysia,overall_sex,bumi_other,65-69,95.3
2020-01-01,Malaysia,overall_sex,bumi_other,70-74,58.4
2020-01-01,Malaysia,overall_sex,bumi_other,75-79,37.4
2020-01-01,Malaysia,overall_sex,bumi_other,80-84,20.1
2020-01-01,Malaysia,overall_sex,bumi_other,85+,17.6
2020-01-01,Malaysia,male,bumi_other,overall_age,1888.1
2020-01-01,Malaysia,male,bumi_other,0-4,153.8
2020-01-01,Malaysia,male,bumi_other,5-9,154.8
2020-01-01,Malaysia,male,bumi_other,10-14,194.7
2020-01-01,Malaysia,male,bumi_other,15-19,181.3
2020-01-01,Malaysia,male,bumi_other,20-24,170.0
2020-01-01,Malaysia,male,bumi_other,25-29,171.8
2020-01-01,Malaysia,male,bumi_other,30-34,158.0
2020-01-01,Malaysia,male,bumi_other,35-39,150.7
2020-01-01,Malaysia,male,bumi_other,40-44,111.9
2020-01-01,Malaysia,male,bumi_other,45-49,98.7
2020-01-01,Malaysia,male,bumi_other,50-54,89.3
2020-01-01,Malaysia,male,bumi_other,55-59,76.3
2020-01-01,Malaysia,male,bumi_other,60-64,60.0
2020-01-01,Malaysia,male,bumi_other,65-69,50.5
2020-01-01,Malaysia,male,bumi_other,70-74,28.7
2020-01-01,Malaysia,male,bumi_other,75-79,18.8
2020-01-01,Malaysia,male,bumi_other,80-84,9.8
2020-01-01,Malaysia,male,bumi_other,85+,8.9
2020-01-01,Malaysia,female,bumi_other,overall_age,1848.5
2020-01-01,Malaysia,female,bumi_other,0-4,144.0
2020-01-01,Malaysia,female,bumi_other,5-9,145.8
2020-01-01,Malaysia,female,bumi_other,10-14,184.9
2020-01-01,Malaysia,female,bumi_other,15-19,174.3
2020-01-01,Malaysia,female,bumi_other,20-24,169.6
2020-01-01,Malaysia,female,bumi_other,25-29,174.6
2020-01-01,Malaysia,female,bumi_other,30-34,162.2
2020-01-01,Malaysia,female,bumi_other,35-39,148.5
2020-01-01,Malaysia,female,bumi_other,40-44,111.8
2020-01-01,Malaysia,female,bumi_other,45-49,100.9
2020-01-01,Malaysia,female,bumi_other,50-54,87.5
2020-01-01,Malaysia,female,bumi_other,55-59,75.6
2020-01-01,Malaysia,female,bumi_other,60-64,56.7
2020-01-01,Malaysia,female,bumi_other,65-69,44.8
2020-01-01,Malaysia,female,bumi_other,70-74,29.7
2020-01-01,Malaysia,female,bumi_other,75-79,18.6
2020-01-01,Malaysia,female,bumi_other,80-84,10.3
2020-01-01,Malaysia,female,bumi_other,85+,8.7
2020-01-01,Malaysia,overall_sex,chinese,overall_age,6892.4
2020-01-01,Malaysia,overall_sex,chinese,0-4,412.3
2020-01-01,Malaysia,overall_sex,chinese,5-9,512.3
2020-01-01,Malaysia,overall_sex,chinese,10-14,564.4
2020-01-01,Malaysia,overall_sex,chinese,15-19,513.7
2020-01-01,Malaysia,overall_sex,chinese,20-24,485.0
2020-01-01,Malaysia,overall_sex,chinese,25-29,488.5
2020-01-01,Malaysia,overall_sex,chinese,30-34,529.2
2020-01-01,Malaysia,overall_sex,chinese,35-39,578.3
2020-01-01,Malaysia,overall_sex,chinese,40-44,524.6
2020-01-01,Malaysia,overall_sex,chinese,45-49,481.9
2020-01-01,Malaysia,overall_sex,chinese,50-54,435.9
2020-01-01,Malaysia,overall_sex,chinese,55-59,417.0
2020-01-01,Malaysia,overall_sex,chinese,60-64,347.0
2020-01-01,Malaysia,overall_sex,chinese,65-69,231.7
2020-01-01,Malaysia,overall_sex,chinese,70-74,174.2
2020-01-01,Malaysia,overall_sex,chinese,75-79,100.1
2020-01-01,Malaysia,overall_sex,chinese,80-84,62.6
2020-01-01,Malaysia,overall_sex,chinese,85+,33.8
2020-01-01,Malaysia,male,chinese,overall_age,3517.8
2020-01-01,Malaysia,male,chinese,0-4,208.0
2020-01-01,Malaysia,male,chinese,5-9,266.5
2020-01-01,Malaysia,male,chinese,10-14,294.5
2020-01-01,Malaysia,male,chinese,15-19,267.9
2020-01-01,Malaysia,male,chinese,20-24,250.2
2020-01-01,Malaysia,male,chinese,25-29,247.5
2020-01-01,Malaysia,male,chinese,30-34,263.2
2020-01-01,Malaysia,male,chinese,35-39,291.9
2020-01-01,Malaysia,male,chinese,40-44,270.1
2020-01-01,Malaysia,male,chinese,45-49,248.6
2020-01-01,Malaysia,male,chinese,50-54,220.6
2020-01-01,Malaysia,male,chinese,55-59,216.8
2020-01-01,Malaysia,male,chinese,60-64,176.7
2020-01-01,Malaysia,male,chinese,65-69,115.5
2020-01-01,Malaysia,male,chinese,70-74,86.0
2020-01-01,Malaysia,male,chinese,75-79,48.7
2020-01-01,Malaysia,male,chinese,80-84,29.4
2020-01-01,Malaysia,male,chinese,85+,15.7
2020-01-01,Malaysia,female,chinese,overall_age,3374.6
2020-01-01,Malaysia,female,chinese,0-4,204.2
2020-01-01,Malaysia,female,chinese,5-9,245.8
2020-01-01,Malaysia,female,chinese,10-14,269.9
2020-01-01,Malaysia,female,chinese,15-19,245.9
2020-01-01,Malaysia,female,chinese,20-24,234.8
2020-01-01,Malaysia,female,chinese,25-29,241.0
2020-01-01,Malaysia,female,chinese,30-34,266.0
2020-01-01,Malaysia,female,chinese,35-39,286.4
2020-01-01,Malaysia,female,chinese,40-44,254.5
2020-01-01,Malaysia,female,chinese,45-49,233.3
2020-01-01,Malaysia,female,chinese,50-54,215.3
2020-01-01,Malaysia,female,chinese,55-59,200.1
2020-01-01,Malaysia,female,chinese,60-64,170.3
2020-01-01,Malaysia,female,chinese,65-69,116.2
2020-01-01,Malaysia,female,chinese,70-74,88.2
2020-01-01,Malaysia,female,chinese,75-79,51.5
2020-01-01,Malaysia,female,chinese,80-84,33.2
2020-01-01,Malaysia,female,chinese,85+,18.1
2020-01-01,Malaysia,overall_sex,indian,overall_age,1998.8
2020-01-01,Malaysia,overall_sex,indian,0-4,124.9
2020-01-01,Malaysia,overall_sex,indian,5-9,152.3
2020-01-01,Malaysia,overall_sex,indian,10-14,169.1
2020-01-01,Malaysia,overall_sex,indian,15-19,167.0
2020-01-01,Malaysia,overall_sex,indian,20-24,159.3
2020-01-01,Malaysia,overall_sex,indian,25-29,160.2
2020-01-01,Malaysia,overall_sex,indian,30-34,169.1
2020-01-01,Malaysia,overall_sex,indian,35-39,175.0
2020-01-01,Malaysia,overall_sex,indian,40-44,149.8
2020-01-01,Malaysia,overall_sex,indian,45-49,126.6
2020-01-01,Malaysia,overall_sex,indian,50-54,111.8
2020-01-01,Malaysia,overall_sex,indian,55-59,108.1
2020-01-01,Malaysia,overall_sex,indian,60-64,84.9
2020-01-01,Malaysia,overall_sex,indian,65-69,61.8
2020-01-01,Malaysia,overall_sex,indian,70-74,40.6
2020-01-01,Malaysia,overall_sex,indian,75-79,18.8
2020-01-01,Malaysia,overall_sex,indian,80-84,11.2
2020-01-01,Malaysia,overall_sex,indian,85+,8.3
2020-01-01,Malaysia,male,indian,overall_age,1007.4
2020-01-01,Malaysia,male,indian,0-4,62.4
2020-01-01,Malaysia,male,indian,5-9,79.1
2020-01-01,Malaysia,male,indian,10-14,87.0
2020-01-01,Malaysia,male,indian,15-19,87.1
2020-01-01,Malaysia,male,indian,20-24,82.3
2020-01-01,Malaysia,male,indian,25-29,80.4
2020-01-01,Malaysia,male,indian,30-34,85.5
2020-01-01,Malaysia,male,indian,35-39,90.0
2020-01-01,Malaysia,male,indian,40-44,77.2
2020-01-01,Malaysia,male,indian,45-49,63.0
2020-01-01,Malaysia,male,indian,50-54,55.1
2020-01-01,Malaysia,male,indian,55-59,53.3
2020-01-01,Malaysia,male,indian,60-64,39.9
2020-01-01,Malaysia,male,indian,65-69,29.3
2020-01-01,Malaysia,male,indian,70-74,18.5
2020-01-01,Malaysia,male,indian,75-79,8.6
2020-01-01,Malaysia,male,indian,80-84,5.2
2020-01-01,Malaysia,male,indian,85+,3.7
2020-01-01,Malaysia,female,indian,overall_age,991.3
2020-01-01,Malaysia,female,indian,0-4,62.5
2020-01-01,Malaysia,female,indian,5-9,73.2
2020-01-01,Malaysia,female,indian,10-14,82.1
2020-01-01,Malaysia,female,indian,15-19,79.9
2020-01-01,Malaysia,female,indian,20-24,77.1
2020-01-01,Malaysia,female,indian,25-29,79.8
2020-01-01,Malaysia,female,indian,30-34,83.6
2020-01-01,Malaysia,female,indian,35-39,85.1
2020-01-01,Malaysia,female,indian,40-44,72.6
2020-01-01,Malaysia,female,indian,45-49,63.6
2020-01-01,Malaysia,female,indian,50-54,56.7
2020-01-01,Malaysia,female,indian,55-59,54.8
2020-01-01,Malaysia,female,indian,60-64,45.0
2020-01-01,Malaysia,female,indian,65-69,32.6
2020-01-01,Malaysia,female,indian,70-74,22.1
2020-01-01,Malaysia,female,indian,75-79,10.2
2020-01-01,Malaysia,female,indian,80-84,6.1
2020-01-01,Malaysia,female,indian,85+,4.6
2020-01-01,Malaysia,overall_sex,other_citizen,overall_age,215.6
2020-01-01,Malaysia,overall_sex,other_citizen,0-4,16.6
2020-01-01,Malaysia,overall_sex,other_citizen,5-9,17.9
2020-01-01,Malaysia,overall_sex,other_citizen,10-14,13.7
2020-01-01,Malaysia,overall_sex,other_citizen,15-19,20.5
2020-01-01,Malaysia,overall_sex,other_citizen,20-24,20.1
2020-01-01,Malaysia,overall_sex,other_citizen,25-29,21.3
2020-01-01,Malaysia,overall_sex,other_citizen,30-34,23.5
2020-01-01,Malaysia,overall_sex,other_citizen,35-39,19.3
2020-01-01,Malaysia,overall_sex,other_citizen,40-44,14.2
2020-01-01,Malaysia,overall_sex,other_citizen,45-49,11.0
2020-01-01,Malaysia,overall_sex,other_citizen,50-54,9.1
2020-01-01,Malaysia,overall_sex,other_citizen,55-59,7.9
2020-01-01,Malaysia,overall_sex,other_citizen,60-64,6.2
2020-01-01,Malaysia,overall_sex,other_citizen,65-69,6.5
2020-01-01,Malaysia,overall_sex,other_citizen,70-74,4.0
2020-01-01,Malaysia,overall_sex,other_citizen,75-79,2.0
2020-01-01,Malaysia,overall_sex,other_citizen,80-84,0.9
2020-01-01,Malaysia,overall_sex,other_citizen,85+,1.0
2020-01-01,Malaysia,male,other_citizen,overall_age,116.7
2020-01-01,Malaysia,male,other_citizen,0-4,8.6
2020-01-01,Malaysia,male,other_citizen,5-9,9.3
2020-01-01,Malaysia,male,other_citizen,10-14,7.3
2020-01-01,Malaysia,male,other_citizen,15-19,11.8
2020-01-01,Malaysia,male,other_citizen,20-24,11.2
2020-01-01,Malaysia,male,other_citizen,25-29,12.2
2020-01-01,Malaysia,male,other_citizen,30-34,13.6
2020-01-01,Malaysia,male,other_citizen,35-39,10.7
2020-01-01,Malaysia,male,other_citizen,40-44,7.5
2020-01-01,Malaysia,male,other_citizen,45-49,5.5
2020-01-01,Malaysia,male,other_citizen,50-54,4.6
2020-01-01,Malaysia,male,other_citizen,55-59,4.0
2020-01-01,Malaysia,male,other_citizen,60-64,3.4
2020-01-01,Malaysia,male,other_citizen,65-69,3.3
2020-01-01,Malaysia,male,other_citizen,70-74,2.0
2020-01-01,Malaysia,male,other_citizen,75-79,0.8
2020-01-01,Malaysia,male,other_citizen,80-84,0.4
2020-01-01,Malaysia,male,other_citizen,85+,0.5
2020-01-01,Malaysia,female,other_citizen,overall_age,98.9
2020-01-01,Malaysia,female,other_citizen,0-4,8.0
2020-01-01,Malaysia,female,other_citizen,5-9,8.5
2020-01-01,Malaysia,female,other_citizen,10-14,6.4
2020-01-01,Malaysia,female,other_citizen,15-19,8.7
2020-01-01,Malaysia,female,other_citizen,20-24,8.9
2020-01-01,Malaysia,female,other_citizen,25-29,9.1
2020-01-01,Malaysia,female,other_citizen,30-34,9.9
2020-01-01,Malaysia,female,other_citizen,35-39,8.6
2020-01-01,Malaysia,female,other_citizen,40-44,6.7
2020-01-01,Malaysia,female,other_citizen,45-49,5.5
2020-01-01,Malaysia,female,other_citizen,50-54,4.5
2020-01-01,Malaysia,female,other_citizen,55-59,3.8
2020-01-01,Malaysia,female,other_citizen,60-64,2.8
2020-01-01,Malaysia,female,other_citizen,65-69,3.1
2020-01-01,Malaysia,female,other_citizen,70-74,2.0
2020-01-01,Malaysia,female,other_citizen,75-79,1.2
2020-01-01,Malaysia,female,other_citizen,80-84,0.5
2020-01-01,Malaysia,female,other_citizen,85+,0.5
2020-01-01,Malaysia,overall_sex,other_noncitizen,overall_age,2691.1
2020-01-01,Malaysia,overall_sex,other_noncitizen,0-4,190.0
2020-01-01,Malaysia,overall_sex,other_noncitizen,5-9,149.9
2020-01-01,Malaysia,overall_sex,other_noncitizen,10-14,71.6
2020-01-01,Malaysia,overall_sex,other_noncitizen,15-19,141.9
2020-01-01,Malaysia,overall_sex,other_noncitizen,20-24,376.9
2020-01-01,Malaysia,overall_sex,other_noncitizen,25-29,492.2
2020-01-01,Malaysia,overall_sex,other_noncitizen,30-34,407.2
2020-01-01,Malaysia,overall_sex,other_noncitizen,35-39,297.5
2020-01-01,Malaysia,overall_sex,other_noncitizen,40-44,197.1
2020-01-01,Malaysia,overall_sex,other_noncitizen,45-49,116.7
2020-01-01,Malaysia,overall_sex,other_noncitizen,50-54,63.1
2020-01-01,Malaysia,overall_sex,other_noncitizen,55-59,37.6
2020-01-01,Malaysia,overall_sex,other_noncitizen,60-64,24.3
2020-01-01,Malaysia,overall_sex,other_noncitizen,65-69,52.9
2020-01-01,Malaysia,overall_sex,other_noncitizen,70-74,28.0
2020-01-01,Malaysia,overall_sex,other_noncitizen,75-79,15.4
2020-01-01,Malaysia,overall_sex,other_noncitizen,80-84,12.2
2020-01-01,Malaysia,overall_sex,other_noncitizen,85+,16.5
2020-01-01,Malaysia,male,other_noncitizen,overall_age,1872.5
2020-01-01,Malaysia,male,other_noncitizen,0-4,100.0
2020-01-01,Malaysia,male,other_noncitizen,5-9,79.2
2020-01-01,Malaysia,male,other_noncitizen,10-14,37.7
2020-01-01,Malaysia,male,other_noncitizen,15-19,87.0
2020-01-01,Malaysia,male,other_noncitizen,20-24,269.0
2020-01-01,Malaysia,male,other_noncitizen,25-29,373.7
2020-01-01,Malaysia,male,other_noncitizen,30-34,317.6
2020-01-01,Malaysia,male,other_noncitizen,35-39,226.8
2020-01-01,Malaysia,male,other_noncitizen,40-44,145.7
2020-01-01,Malaysia,male,other_noncitizen,45-49,83.9
2020-01-01,Malaysia,male,other_noncitizen,50-54,43.2
2020-01-01,Malaysia,male,other_noncitizen,55-59,25.0
2020-01-01,Malaysia,male,other_noncitizen,60-64,16.2
2020-01-01,Malaysia,male,other_noncitizen,65-69,27.7
2020-01-01,Malaysia,male,other_noncitizen,70-74,15.4
2020-01-01,Malaysia,male,other_noncitizen,75-79,8.5
2020-01-01,Malaysia,male,other_noncitizen,80-84,6.6
2020-01-01,Malaysia,male,other_noncitizen,85+,9.2
2020-01-01,Malaysia,female,other_noncitizen,overall_age,818.6
2020-01-01,Malaysia,female,other_noncitizen,0-4,90.0
2020-01-01,Malaysia,female,other_noncitizen,5-9,70.8
2020-01-01,Malaysia,female,other_noncitizen,10-14,33.9
2020-01-01,Malaysia,female,other_noncitizen,15-19,54.9
2020-01-01,Malaysia,female,other_noncitizen,20-24,107.9
2020-01-01,Malaysia,female,other_noncitizen,25-29,118.5
2020-01-01,Malaysia,female,other_noncitizen,30-34,89.5
2020-01-01,Malaysia,female,other_noncitizen,35-39,70.7
2020-01-01,Malaysia,female,other_noncitizen,40-44,51.4
2020-01-01,Malaysia,female,other_noncitizen,45-49,32.7
2020-01-01,Malaysia,female,other_noncitizen,50-54,19.9
2020-01-01,Malaysia,female,other_noncitizen,55-59,12.6
2020-01-01,Malaysia,female,other_noncitizen,60-64,8.1
2020-01-01,Malaysia,female,other_noncitizen,65-69,25.2
2020-01-01,Malaysia,female,other_noncitizen,70-74,12.6
2020-01-01,Malaysia,female,other_noncitizen,75-79,6.9
2020-01-01,Malaysia,female,other_noncitizen,80-84,5.6
2020-01-01,Malaysia,female,other_noncitizen,85+,7.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,overall_age,32576.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,0-4,2445.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,5-9,2639.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,10-14,2600.1
2021-01-01,Malaysia,overall_sex,overall_ethnicity,15-19,2800.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,20-24,2893.0
2021-01-01,Malaysia,overall_sex,overall_ethnicity,25-29,2851.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,30-34,2865.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,35-39,2777.9
2021-01-01,Malaysia,overall_sex,overall_ethnicity,40-44,2267.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,45-49,1870.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,50-54,1605.5
2021-01-01,Malaysia,overall_sex,overall_ethnicity,55-59,1460.8
2021-01-01,Malaysia,overall_sex,overall_ethnicity,60-64,1208.7
2021-01-01,Malaysia,overall_sex,overall_ethnicity,65-69,951.3
2021-01-01,Malaysia,overall_sex,overall_ethnicity,70-74,645.0
2021-01-01,Malaysia,overall_sex,overall_ethnicity,75-79,353.6
2021-01-01,Malaysia,overall_sex,overall_ethnicity,80-84,201.2
2021-01-01,Malaysia,overall_sex,overall_ethnicity,85+,139.1
2021-01-01,Malaysia,male,overall_ethnicity,overall_age,17000.5
2021-01-01,Malaysia,male,overall_ethnicity,0-4,1249.8
2021-01-01,Malaysia,male,overall_ethnicity,5-9,1363.3
2021-01-01,Malaysia,male,overall_ethnicity,10-14,1347.6
2021-01-01,Malaysia,male,overall_ethnicity,15-19,1470.8
2021-01-01,Malaysia,male,overall_ethnicity,20-24,1554.7
2021-01-01,Malaysia,male,overall_ethnicity,25-29,1560.0
2021-01-01,Malaysia,male,overall_ethnicity,30-34,1538.7
2021-01-01,Malaysia,male,overall_ethnicity,35-39,1471.3
2021-01-01,Malaysia,male,overall_ethnicity,40-44,1209.1
2021-01-01,Malaysia,male,overall_ethnicity,45-49,964.4
2021-01-01,Malaysia,male,overall_ethnicity,50-54,813.7
2021-01-01,Malaysia,male,overall_ethnicity,55-59,738.4
2021-01-01,Malaysia,male,overall_ethnicity,60-64,607.4
2021-01-01,Malaysia,male,overall_ethnicity,65-69,471.2
2021-01-01,Malaysia,male,overall_ethnicity,70-74,313.4
2021-01-01,Malaysia,male,overall_ethnicity,75-79,166.8
2021-01-01,Malaysia,male,overall_ethnicity,80-84,92.0
2021-01-01,Malaysia,male,overall_ethnicity,85+,67.9
2021-01-01,Malaysia,female,overall_ethnicity,overall_age,15575.8
2021-01-01,Malaysia,female,overall_ethnicity,0-4,1195.8
2021-01-01,Malaysia,female,overall_ethnicity,5-9,1276.2
2021-01-01,Malaysia,female,overall_ethnicity,10-14,1252.5
2021-01-01,Malaysia,female,overall_ethnicity,15-19,1329.9
2021-01-01,Malaysia,female,overall_ethnicity,20-24,1338.2
2021-01-01,Malaysia,female,overall_ethnicity,25-29,1291.7
2021-01-01,Malaysia,female,overall_ethnicity,30-34,1326.9
2021-01-01,Malaysia,female,overall_ethnicity,35-39,1306.6
2021-01-01,Malaysia,female,overall_ethnicity,40-44,1058.1
2021-01-01,Malaysia,female,overall_ethnicity,45-49,905.8
2021-01-01,Malaysia,female,overall_ethnicity,50-54,791.8
2021-01-01,Malaysia,female,overall_ethnicity,55-59,722.4
